model,Time,dataset,epochs,layers,tau,lr1,lr2,wd1,wd2,channels,edge_drop_rate,feat_mask_rate,accuracy
grace,4081986.0,ogbn-arxiv,10000,3,0.5,0.01,0.01,0.0,0.0001,256,0.6,0.0,0.7109849452972412
