model,dataset,epochs,layers,lambd,lr1,wd1,lr2,wd2,channels,edge_drop_rate,feat_mask_rate,mlp_use,val_acc
CCA-SSG,Cora,20,2,0.001,0.001,0.0,0.005,0.0001,512,0.4,0.5,False,0.791800034046173
CCA-SSG,Cora,50,2,0.001,0.001,0.0,0.005,0.0001,512,0.4,0.5,False,0.8034000396728516
CCA-SSG,Cora,100,2,0.001,0.001,0.0,0.005,0.0001,512,0.4,0.5,False,0.8140000343322754
CCA-SSG,Cora,20,2,0.001,0.001,0.0,0.01,0.01,512,0.5,0.1,False,0.7904000401496887
CCA-SSG,Cora,50,2,0.001,0.001,0.0,0.01,0.01,512,0.5,0.1,False,0.7978000283241272
CCA-SSG,Cora,100,2,0.001,0.001,0.0,0.01,0.01,512,0.5,0.1,False,0.790600037574768
CCA-SSG,Cora,20,2,0.001,0.001,0.0,0.01,0.0001,512,0.5,0.1,False,0.8088000357151032
CCA-SSG,Cora,50,2,0.001,0.001,0.0,0.01,0.0001,512,0.5,0.1,False,0.8164000391960144
CCA-SSG,Cora,100,2,0.001,0.001,0.0,0.01,0.0001,512,0.5,0.1,False,0.8122000396251678
CCA-SSG,Cora,20,2,0.001,0.001,0.0,0.005,0.01,512,0.5,0.1,False,0.7952000498771667
CCA-SSG,Cora,50,2,0.001,0.001,0.0,0.005,0.01,512,0.5,0.1,False,0.796800035238266
CCA-SSG,Cora,100,2,0.001,0.001,0.0,0.005,0.01,512,0.5,0.1,False,0.7888000309467316
CCA-SSG,Cora,20,2,0.001,0.001,0.0,0.005,0.0001,512,0.5,0.1,False,0.8136000394821167
CCA-SSG,Cora,50,2,0.001,0.001,0.0,0.005,0.0001,512,0.5,0.1,False,0.8154000401496887
CCA-SSG,Cora,100,2,0.001,0.001,0.0,0.005,0.0001,512,0.5,0.1,False,0.8104000329971314
CCA-SSG,Cora,20,2,0.001,0.001,0.0,0.01,0.01,512,0.5,0.2,False,0.7814000427722931
CCA-SSG,Cora,50,2,0.001,0.001,0.0,0.01,0.01,512,0.5,0.2,False,0.8034000396728516
CCA-SSG,Cora,100,2,0.001,0.001,0.0,0.01,0.01,512,0.5,0.2,False,0.791800034046173
CCA-SSG,Cora,20,2,0.001,0.001,0.0,0.01,0.0001,512,0.5,0.2,False,0.807800042629242
CCA-SSG,Cora,50,2,0.001,0.001,0.0,0.01,0.0001,512,0.5,0.2,False,0.8186000406742096
CCA-SSG,Cora,100,2,0.001,0.001,0.0,0.01,0.0001,512,0.5,0.2,False,0.8148000359535217
CCA-SSG,Cora,20,2,0.001,0.001,0.0,0.005,0.01,512,0.5,0.2,False,0.7862000346183777
CCA-SSG,Cora,50,2,0.001,0.001,0.0,0.005,0.01,512,0.5,0.2,False,0.7978000402450561
CCA-SSG,Cora,100,2,0.001,0.001,0.0,0.005,0.01,512,0.5,0.2,False,0.7956000328063965
CCA-SSG,Cora,20,2,0.001,0.001,0.0,0.005,0.0001,512,0.5,0.2,False,0.8106000304222107
CCA-SSG,Cora,50,2,0.001,0.001,0.0,0.005,0.0001,512,0.5,0.2,False,0.8158000349998474
CCA-SSG,Cora,100,2,0.001,0.001,0.0,0.005,0.0001,512,0.5,0.2,False,0.8146000266075134
CCA-SSG,Cora,20,2,0.001,0.001,0.0,0.01,0.01,512,0.5,0.3,False,0.7754000425338745
CCA-SSG,Cora,50,2,0.001,0.001,0.0,0.01,0.01,512,0.5,0.3,False,0.7944000482559204
CCA-SSG,Cora,100,2,0.001,0.001,0.0,0.01,0.01,512,0.5,0.3,False,0.7946000397205353
CCA-SSG,Cora,20,2,0.001,0.001,0.0,0.01,0.0001,512,0.5,0.3,False,0.8024000346660614
CCA-SSG,Cora,50,2,0.001,0.001,0.0,0.01,0.0001,512,0.5,0.3,False,0.815200024843216
CCA-SSG,Cora,100,2,0.001,0.001,0.0,0.01,0.0001,512,0.5,0.3,False,0.8152000427246093
CCA-SSG,Cora,20,2,0.001,0.001,0.0,0.005,0.01,512,0.5,0.3,False,0.7782000362873077
CCA-SSG,Cora,50,2,0.001,0.001,0.0,0.005,0.01,512,0.5,0.3,False,0.7916000247001648
CCA-SSG,Cora,100,2,0.001,0.001,0.0,0.005,0.01,512,0.5,0.3,False,0.7940000355243683
CCA-SSG,Cora,20,2,0.001,0.001,0.0,0.005,0.0001,512,0.5,0.3,False,0.8000000417232513
CCA-SSG,Cora,50,2,0.001,0.001,0.0,0.005,0.0001,512,0.5,0.3,False,0.8148000419139863
CCA-SSG,Cora,100,2,0.001,0.001,0.0,0.005,0.0001,512,0.5,0.3,False,0.8154000401496887
CCA-SSG,Cora,20,2,0.001,0.001,0.0,0.01,0.01,512,0.5,0.4,False,0.7622000336647033
CCA-SSG,Cora,50,2,0.001,0.001,0.0,0.01,0.01,512,0.5,0.4,False,0.7920000433921814
CCA-SSG,Cora,100,2,0.001,0.001,0.0,0.01,0.01,512,0.5,0.4,False,0.7956000387668609
CCA-SSG,Cora,20,2,0.001,0.001,0.0,0.01,0.0001,512,0.5,0.4,False,0.7982000350952149
CCA-SSG,Cora,50,2,0.001,0.001,0.0,0.01,0.0001,512,0.5,0.4,False,0.8096000373363494
CCA-SSG,Cora,100,2,0.001,0.001,0.0,0.01,0.0001,512,0.5,0.4,False,0.8172000288963318
CCA-SSG,Cora,20,2,0.001,0.001,0.0,0.005,0.01,512,0.5,0.4,False,0.7574000418186188
CCA-SSG,Cora,50,2,0.001,0.001,0.0,0.005,0.01,512,0.5,0.4,False,0.7940000414848327
CCA-SSG,Cora,100,2,0.001,0.001,0.0,0.005,0.01,512,0.5,0.4,False,0.7912000417709351
CCA-SSG,Cora,20,2,0.001,0.001,0.0,0.005,0.0001,512,0.5,0.4,False,0.7874000370502472
CCA-SSG,Cora,50,2,0.001,0.001,0.0,0.005,0.0001,512,0.5,0.4,False,0.8184000432491303
CCA-SSG,Cora,100,2,0.001,0.001,0.0,0.005,0.0001,512,0.5,0.4,False,0.8156000256538392
CCA-SSG,Cora,20,2,0.001,0.001,0.0,0.01,0.01,512,0.5,0.5,False,0.7430000305175781
CCA-SSG,Cora,50,2,0.001,0.001,0.0,0.01,0.01,512,0.5,0.5,False,0.7810000419616699
CCA-SSG,Cora,100,2,0.001,0.001,0.0,0.01,0.01,512,0.5,0.5,False,0.7912000477313995
CCA-SSG,Cora,20,2,0.001,0.001,0.0,0.01,0.0001,512,0.5,0.5,False,0.7914000272750854
CCA-SSG,Cora,50,2,0.001,0.001,0.0,0.01,0.0001,512,0.5,0.5,False,0.8044000327587127
CCA-SSG,Cora,100,2,0.001,0.001,0.0,0.01,0.0001,512,0.5,0.5,False,0.8142000377178192
CCA-SSG,Cora,20,2,0.001,0.001,0.0,0.005,0.01,512,0.5,0.5,False,0.7476000368595124
CCA-SSG,Cora,50,2,0.001,0.001,0.0,0.005,0.01,512,0.5,0.5,False,0.7828000366687775
CCA-SSG,Cora,100,2,0.001,0.001,0.0,0.005,0.01,512,0.5,0.5,False,0.7914000451564789
CCA-SSG,Cora,20,2,0.001,0.001,0.0,0.005,0.0001,512,0.5,0.5,False,0.7926000416278839
CCA-SSG,Cora,50,2,0.001,0.001,0.0,0.005,0.0001,512,0.5,0.5,False,0.8040000319480896
CCA-SSG,Cora,100,2,0.001,0.001,0.0,0.005,0.0001,512,0.5,0.5,False,0.8130000352859497
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.01,0.01,512,0.1,0.1,False,0.7928000450134277
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.01,0.01,512,0.1,0.1,False,0.7880000293254852
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.01,0.01,512,0.1,0.1,False,0.7924000501632691
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.01,0.0001,512,0.1,0.1,False,0.8038000345230103
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.01,0.0001,512,0.1,0.1,False,0.8152000308036804
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.01,0.0001,512,0.1,0.1,False,0.8094000339508056
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.005,0.01,512,0.1,0.1,False,0.7952000379562378
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.005,0.01,512,0.1,0.1,False,0.7900000393390656
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.005,0.01,512,0.1,0.1,False,0.7884000420570374
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.005,0.0001,512,0.1,0.1,False,0.8080000460147858
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.005,0.0001,512,0.1,0.1,False,0.815000033378601
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.005,0.0001,512,0.1,0.1,False,0.8108000338077546
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.01,0.01,512,0.1,0.2,False,0.7682000279426575
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.01,0.01,512,0.1,0.2,False,0.7892000555992127
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.01,0.01,512,0.1,0.2,False,0.7936000347137451
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.01,0.0001,512,0.1,0.2,False,0.7962000370025635
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.01,0.0001,512,0.1,0.2,False,0.8148000359535217
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.01,0.0001,512,0.1,0.2,False,0.8144000411033631
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.005,0.01,512,0.1,0.2,False,0.7698000311851502
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.005,0.01,512,0.1,0.2,False,0.7890000343322754
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.005,0.01,512,0.1,0.2,False,0.7936000406742096
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.005,0.0001,512,0.1,0.2,False,0.7992000341415405
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.005,0.0001,512,0.1,0.2,False,0.81080002784729
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.005,0.0001,512,0.1,0.2,False,0.81080002784729
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.01,0.01,512,0.1,0.3,False,0.7444000363349914
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.01,0.01,512,0.1,0.3,False,0.7844000279903411
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.01,0.01,512,0.1,0.3,False,0.7908000409603119
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.01,0.0001,512,0.1,0.3,False,0.7922000348567962
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.01,0.0001,512,0.1,0.3,False,0.8026000440120697
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.01,0.0001,512,0.1,0.3,False,0.8166000306606293
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.005,0.01,512,0.1,0.3,False,0.7542000353336334
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.005,0.01,512,0.1,0.3,False,0.7756000339984894
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.005,0.01,512,0.1,0.3,False,0.7896000444889069
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.005,0.0001,512,0.1,0.3,False,0.7944000482559204
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.005,0.0001,512,0.1,0.3,False,0.8068000316619873
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.005,0.0001,512,0.1,0.3,False,0.8130000412464142
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.01,0.01,512,0.1,0.4,False,0.7216000318527221
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.01,0.01,512,0.1,0.4,False,0.7634000420570374
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.01,0.01,512,0.1,0.4,False,0.7824000418186188
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.01,0.0001,512,0.1,0.4,False,0.7854000389575958
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.01,0.0001,512,0.1,0.4,False,0.7952000379562378
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.01,0.0001,512,0.1,0.4,False,0.8116000354290008
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.005,0.01,512,0.1,0.4,False,0.7176000416278839
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.005,0.01,512,0.1,0.4,False,0.7654000401496888
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.005,0.01,512,0.1,0.4,False,0.7828000485897064
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.005,0.0001,512,0.1,0.4,False,0.793200033903122
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.005,0.0001,512,0.1,0.4,False,0.7948000371456146
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.005,0.0001,512,0.1,0.4,False,0.812000036239624
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.01,0.01,512,0.1,0.5,False,0.6986000299453735
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.01,0.01,512,0.1,0.5,False,0.7476000308990478
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.01,0.01,512,0.1,0.5,False,0.7786000370979309
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.01,0.0001,512,0.1,0.5,False,0.7880000472068787
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.01,0.0001,512,0.1,0.5,False,0.7884000360965728
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.01,0.0001,512,0.1,0.5,False,0.7982000410556793
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.005,0.01,512,0.1,0.5,False,0.6980000436306
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.005,0.01,512,0.1,0.5,False,0.7370000302791595
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.005,0.01,512,0.1,0.5,False,0.7728000402450561
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.005,0.0001,512,0.1,0.5,False,0.7812000274658203
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.005,0.0001,512,0.1,0.5,False,0.7892000377178192
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.005,0.0001,512,0.1,0.5,False,0.8036000251770019
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.01,0.01,512,0.2,0.1,False,0.7786000490188598
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.01,0.01,512,0.2,0.1,False,0.7974000394344329
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.01,0.01,512,0.2,0.1,False,0.7878000378608704
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.01,0.0001,512,0.2,0.1,False,0.8034000337123871
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.01,0.0001,512,0.2,0.1,False,0.8138000249862671
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.01,0.0001,512,0.2,0.1,False,0.8070000290870667
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.005,0.01,512,0.2,0.1,False,0.7844000458717346
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.005,0.01,512,0.2,0.1,False,0.7922000348567962
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.005,0.01,512,0.2,0.1,False,0.7952000439167023
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.005,0.0001,512,0.2,0.1,False,0.806600034236908
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.005,0.0001,512,0.2,0.1,False,0.8166000425815583
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.005,0.0001,512,0.2,0.1,False,0.8118000268936157
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.01,0.01,512,0.2,0.2,False,0.7644000351428986
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.01,0.01,512,0.2,0.2,False,0.789400041103363
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.01,0.01,512,0.2,0.2,False,0.7958000361919403
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.01,0.0001,512,0.2,0.2,False,0.8048000514507294
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.01,0.0001,512,0.2,0.2,False,0.8170000374317169
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.01,0.0001,512,0.2,0.2,False,0.812600028514862
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.005,0.01,512,0.2,0.2,False,0.7610000312328339
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.005,0.01,512,0.2,0.2,False,0.7856000304222107
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.005,0.01,512,0.2,0.2,False,0.7906000435352325
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.005,0.0001,512,0.2,0.2,False,0.7978000342845917
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.005,0.0001,512,0.2,0.2,False,0.812600040435791
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.005,0.0001,512,0.2,0.2,False,0.8174000442028045
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.01,0.01,512,0.2,0.3,False,0.7410000383853912
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.01,0.01,512,0.2,0.3,False,0.782800042629242
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.01,0.01,512,0.2,0.3,False,0.7926000416278839
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.01,0.0001,512,0.2,0.3,False,0.7976000428199768
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.01,0.0001,512,0.2,0.3,False,0.806600034236908
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.01,0.0001,512,0.2,0.3,False,0.8200000345706939
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.005,0.01,512,0.2,0.3,False,0.7538000345230103
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.005,0.01,512,0.2,0.3,False,0.7818000435829162
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.005,0.01,512,0.2,0.3,False,0.7888000309467316
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.005,0.0001,512,0.2,0.3,False,0.7896000444889069
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.005,0.0001,512,0.2,0.3,False,0.809600031375885
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.005,0.0001,512,0.2,0.3,False,0.8156000316143036
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.01,0.01,512,0.2,0.4,False,0.7302000284194946
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.01,0.01,512,0.2,0.4,False,0.7662000358104706
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.01,0.01,512,0.2,0.4,False,0.7836000382900238
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.01,0.0001,512,0.2,0.4,False,0.784600031375885
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.01,0.0001,512,0.2,0.4,False,0.7960000395774841
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.01,0.0001,512,0.2,0.4,False,0.8166000366210937
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.005,0.01,512,0.2,0.4,False,0.7330000460147857
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.005,0.01,512,0.2,0.4,False,0.7702000379562378
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.005,0.01,512,0.2,0.4,False,0.7862000346183777
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.005,0.0001,512,0.2,0.4,False,0.7898000419139862
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.005,0.0001,512,0.2,0.4,False,0.7896000385284424
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.005,0.0001,512,0.2,0.4,False,0.8166000306606293
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.01,0.01,512,0.2,0.5,False,0.696800035238266
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.01,0.01,512,0.2,0.5,False,0.7494000315666198
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.01,0.01,512,0.2,0.5,False,0.7738000452518463
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.01,0.0001,512,0.2,0.5,False,0.7844000399112702
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.01,0.0001,512,0.2,0.5,False,0.7868000328540802
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.01,0.0001,512,0.2,0.5,False,0.8040000438690186
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.005,0.01,512,0.2,0.5,False,0.7044000327587128
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.005,0.01,512,0.2,0.5,False,0.7420000374317169
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.005,0.01,512,0.2,0.5,False,0.7750000298023224
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.005,0.0001,512,0.2,0.5,False,0.7884000360965728
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.005,0.0001,512,0.2,0.5,False,0.7874000370502472
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.005,0.0001,512,0.2,0.5,False,0.8024000287055969
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.01,0.01,512,0.3,0.1,False,0.7756000339984894
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.01,0.01,512,0.3,0.1,False,0.7970000386238099
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.01,0.01,512,0.3,0.1,False,0.788800036907196
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.01,0.0001,512,0.3,0.1,False,0.8058000326156616
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.01,0.0001,512,0.3,0.1,False,0.8162000477313995
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.01,0.0001,512,0.3,0.1,False,0.8122000396251678
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.005,0.01,512,0.3,0.1,False,0.7816000401973724
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.005,0.01,512,0.3,0.1,False,0.7934000372886658
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.005,0.01,512,0.3,0.1,False,0.7960000395774841
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.005,0.0001,512,0.3,0.1,False,0.7980000495910644
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.005,0.0001,512,0.3,0.1,False,0.8160000383853913
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.005,0.0001,512,0.3,0.1,False,0.8096000373363494
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.01,0.01,512,0.3,0.2,False,0.7620000302791595
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.01,0.01,512,0.3,0.2,False,0.7930000245571136
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.01,0.01,512,0.3,0.2,False,0.7928000450134277
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.01,0.0001,512,0.3,0.2,False,0.8004000425338745
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.01,0.0001,512,0.3,0.2,False,0.8114000380039215
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.01,0.0001,512,0.3,0.2,False,0.8156000375747681
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.005,0.01,512,0.3,0.2,False,0.7632000386714936
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.005,0.01,512,0.3,0.2,False,0.787600040435791
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.005,0.01,512,0.3,0.2,False,0.7916000366210938
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.005,0.0001,512,0.3,0.2,False,0.7978000402450561
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.005,0.0001,512,0.3,0.2,False,0.8130000472068787
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.005,0.0001,512,0.3,0.2,False,0.8164000391960144
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.01,0.01,512,0.3,0.3,False,0.7548000335693359
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.01,0.01,512,0.3,0.3,False,0.7780000329017639
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.01,0.01,512,0.3,0.3,False,0.7904000341892242
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.01,0.0001,512,0.3,0.3,False,0.7944000422954559
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.01,0.0001,512,0.3,0.3,False,0.8080000400543212
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.01,0.0001,512,0.3,0.3,False,0.811400032043457
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.005,0.01,512,0.3,0.3,False,0.7526000261306762
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.005,0.01,512,0.3,0.3,False,0.780400025844574
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.005,0.01,512,0.3,0.3,False,0.785200035572052
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.005,0.0001,512,0.3,0.3,False,0.796800047159195
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.005,0.0001,512,0.3,0.3,False,0.812000036239624
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.005,0.0001,512,0.3,0.3,False,0.8150000393390655
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.01,0.01,512,0.3,0.4,False,0.7316000282764434
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.01,0.01,512,0.3,0.4,False,0.7636000275611877
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.01,0.01,512,0.3,0.4,False,0.7878000438213348
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.01,0.0001,512,0.3,0.4,False,0.7890000343322754
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.01,0.0001,512,0.3,0.4,False,0.7916000425815582
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.01,0.0001,512,0.3,0.4,False,0.8148000359535217
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.005,0.01,512,0.3,0.4,False,0.724200040102005
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.005,0.01,512,0.3,0.4,False,0.7606000304222107
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.005,0.01,512,0.3,0.4,False,0.7794000327587127
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.005,0.0001,512,0.3,0.4,False,0.7920000314712524
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.005,0.0001,512,0.3,0.4,False,0.7954000294208526
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.005,0.0001,512,0.3,0.4,False,0.812600028514862
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.01,0.01,512,0.3,0.5,False,0.7008000254631043
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.01,0.01,512,0.3,0.5,False,0.746200031042099
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.01,0.01,512,0.3,0.5,False,0.7768000304698944
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.01,0.0001,512,0.3,0.5,False,0.7836000382900238
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.01,0.0001,512,0.3,0.5,False,0.7896000385284424
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.01,0.0001,512,0.3,0.5,False,0.8054000318050385
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.005,0.01,512,0.3,0.5,False,0.7052000343799592
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.005,0.01,512,0.3,0.5,False,0.7454000353813172
