model,dataset,epochs,layers,tau,lr1,wd1,lr2,wd2,channels,feat_mask_rate,edge_drop_rate,mlp_use,val_acc
CLGR,CiteSeer,20,1,0.5,0.001,1e-05,0.01,0.0001,256,0.1,0.2,False,0.7160000324249267
CLGR,CiteSeer,50,1,0.5,0.001,0.0,0.01,0.0001,256,0.1,0.2,False,0.6984000384807587
CLGR,CiteSeer,50,1,0.5,0.001,1e-05,0.01,0.0001,256,0.1,0.2,False,0.6904000341892242
CLGR,CiteSeer,20,1,0.5,0.001,0.0,0.01,0.0001,256,0.2,0.2,False,0.7220000267028809
CLGR,CiteSeer,20,1,0.5,0.001,1e-05,0.01,0.0001,256,0.2,0.2,False,0.7198000252246857
CLGR,CiteSeer,50,1,0.5,0.001,0.0,0.01,0.0001,256,0.2,0.2,False,0.7250000298023224
CLGR,CiteSeer,50,1,0.5,0.001,1e-05,0.01,0.0001,256,0.2,0.2,False,0.726000040769577
CLGR,CiteSeer,20,1,0.5,0.001,0.0,0.01,0.0001,256,0.3,0.2,False,0.7174000322818757
CLGR,CiteSeer,20,1,0.5,0.001,1e-05,0.01,0.0001,256,0.3,0.2,False,0.7132000386714935
CLGR,CiteSeer,50,1,0.5,0.001,0.0,0.01,0.0001,256,0.3,0.2,False,0.7304000318050384
CLGR,CiteSeer,50,1,0.5,0.001,1e-05,0.01,0.0001,256,0.3,0.2,False,0.7300000429153443
CLGR,CiteSeer,20,1,0.5,0.001,0.0,0.01,0.0001,256,0.4,0.2,False,0.7094000339508056
CLGR,CiteSeer,20,1,0.5,0.001,1e-05,0.01,0.0001,256,0.4,0.2,False,0.7194000303745269
CLGR,CiteSeer,50,1,0.5,0.001,0.0,0.01,0.0001,256,0.4,0.2,False,0.7322000324726105
CLGR,CiteSeer,50,1,0.5,0.001,1e-05,0.01,0.0001,256,0.4,0.2,False,0.729800033569336
CLGR,CiteSeer,20,1,0.5,0.001,0.0,0.01,0.0001,256,0.5,0.2,False,0.7134000420570373
CLGR,CiteSeer,20,1,0.5,0.001,1e-05,0.01,0.0001,256,0.5,0.2,False,0.7122000396251679
CLGR,CiteSeer,50,1,0.5,0.001,0.0,0.01,0.0001,256,0.5,0.2,False,0.7260000288486481
CLGR,CiteSeer,50,1,0.5,0.001,1e-05,0.01,0.0001,256,0.5,0.2,False,0.7268000364303588
CLGR,CiteSeer,20,1,0.5,0.001,0.0,0.01,0.0001,256,0.0,0.3,False,0.6836000323295593
CLGR,CiteSeer,20,1,0.5,0.001,1e-05,0.01,0.0001,256,0.0,0.3,False,0.6902000367641449
CLGR,CiteSeer,50,1,0.5,0.001,0.0,0.01,0.0001,256,0.0,0.3,False,0.6262000322341919
CLGR,CiteSeer,50,1,0.5,0.001,1e-05,0.01,0.0001,256,0.0,0.3,False,0.6156000256538391
CLGR,CiteSeer,20,1,0.5,0.001,0.0,0.01,0.0001,256,0.1,0.3,False,0.7160000383853913
CLGR,CiteSeer,20,1,0.5,0.001,1e-05,0.01,0.0001,256,0.1,0.3,False,0.7176000297069549
CLGR,CiteSeer,50,1,0.5,0.001,0.0,0.01,0.0001,256,0.1,0.3,False,0.7166000366210937
CLGR,CiteSeer,50,1,0.5,0.001,1e-05,0.01,0.0001,256,0.1,0.3,False,0.7058000326156616
CLGR,CiteSeer,20,1,0.5,0.001,0.0,0.01,0.0001,256,0.2,0.3,False,0.7248000264167785
CLGR,CiteSeer,20,1,0.5,0.001,1e-05,0.01,0.0001,256,0.2,0.3,False,0.7186000227928162
CLGR,CiteSeer,50,1,0.5,0.001,0.0,0.01,0.0001,256,0.2,0.3,False,0.7204000294208527
CLGR,CiteSeer,50,1,0.5,0.001,1e-05,0.01,0.0001,256,0.2,0.3,False,0.7252000331878662
CLGR,CiteSeer,20,1,0.5,0.001,0.0,0.01,0.0001,256,0.3,0.3,False,0.7174000322818757
CLGR,CiteSeer,20,1,0.5,0.001,1e-05,0.01,0.0001,256,0.3,0.3,False,0.7228000283241272
CLGR,CiteSeer,50,1,0.5,0.001,0.0,0.01,0.0001,256,0.3,0.3,False,0.7286000370979309
CLGR,CiteSeer,50,1,0.5,0.001,1e-05,0.01,0.0001,256,0.3,0.3,False,0.7312000334262848
CLGR,CiteSeer,20,1,0.5,0.001,0.0,0.01,0.0001,256,0.4,0.3,False,0.7116000354290009
CLGR,CiteSeer,20,1,0.5,0.001,1e-05,0.01,0.0001,256,0.4,0.3,False,0.7202000319957733
CLGR,CiteSeer,50,1,0.5,0.001,0.0,0.01,0.0001,256,0.4,0.3,False,0.720400047302246
CLGR,CiteSeer,50,1,0.5,0.001,1e-05,0.01,0.0001,256,0.4,0.3,False,0.7318000376224518
CLGR,CiteSeer,20,1,0.5,0.001,0.0,0.01,0.0001,256,0.5,0.3,False,0.713200032711029
CLGR,CiteSeer,20,1,0.5,0.001,1e-05,0.01,0.0001,256,0.5,0.3,False,0.7166000247001648
CLGR,CiteSeer,50,1,0.5,0.001,0.0,0.01,0.0001,256,0.5,0.3,False,0.7308000326156616
CLGR,CiteSeer,50,1,0.5,0.001,1e-05,0.01,0.0001,256,0.5,0.3,False,0.7238000333309174
CLGR,CiteSeer,20,1,0.5,0.001,0.0,0.01,0.0001,256,0.0,0.4,False,0.7062000334262848
CLGR,CiteSeer,20,1,0.5,0.001,1e-05,0.01,0.0001,256,0.0,0.4,False,0.7006000280380249
CLGR,CiteSeer,50,1,0.5,0.001,0.0,0.01,0.0001,256,0.0,0.4,False,0.6358000218868256
CLGR,CiteSeer,50,1,0.5,0.001,1e-05,0.01,0.0001,256,0.0,0.4,False,0.6382000327110291
CLGR,CiteSeer,20,1,0.5,0.001,0.0,0.01,0.0001,256,0.1,0.4,False,0.7196000337600708
CLGR,CiteSeer,20,1,0.5,0.001,1e-05,0.01,0.0001,256,0.1,0.4,False,0.7184000313282013
CLGR,CiteSeer,50,1,0.5,0.001,0.0,0.01,0.0001,256,0.1,0.4,False,0.7094000220298767
CLGR,CiteSeer,50,1,0.5,0.001,1e-05,0.01,0.0001,256,0.1,0.4,False,0.712600028514862
CLGR,CiteSeer,20,1,0.5,0.001,0.0,0.01,0.0001,256,0.2,0.4,False,0.7188000321388245
