model,dataset,epochs,layers,tau,lr1,wd1,lr2,wd2,channels,feat_mask_rate,edge_drop_rate,mlp_use,val_acc
CLGR,Cora,20,2,0.5,0.001,1e-05,0.01,0.0001,512,0.4,0.0,False,0.7892000496387481
CLGR,Cora,50,2,0.5,0.001,0.0,0.01,0.0001,512,0.4,0.0,False,0.8022000432014466
CLGR,Cora,50,2,0.5,0.001,1e-05,0.01,0.0001,512,0.4,0.0,False,0.8094000339508056
CLGR,Cora,20,2,0.5,0.001,0.0,0.01,0.0001,512,0.5,0.0,False,0.7798000276088715
CLGR,Cora,20,2,0.5,0.001,1e-05,0.01,0.0001,512,0.5,0.0,False,0.7886000394821167
CLGR,Cora,50,2,0.5,0.001,0.0,0.01,0.0001,512,0.5,0.0,False,0.7954000353813171
CLGR,Cora,50,2,0.5,0.001,1e-05,0.01,0.0001,512,0.5,0.0,False,0.7932000398635864
CLGR,Cora,20,2,0.5,0.001,0.0,0.01,0.0001,512,0.0,0.1,False,0.7630000472068786
CLGR,Cora,20,2,0.5,0.001,1e-05,0.01,0.0001,512,0.0,0.1,False,0.7634000301361084
CLGR,Cora,50,2,0.5,0.001,0.0,0.01,0.0001,512,0.0,0.1,False,0.7348000347614289
CLGR,Cora,50,2,0.5,0.001,1e-05,0.01,0.0001,512,0.0,0.1,False,0.7300000309944152
CLGR,Cora,20,2,0.5,0.001,0.0,0.01,0.0001,512,0.1,0.1,False,0.8136000275611878
CLGR,Cora,20,2,0.5,0.001,1e-05,0.01,0.0001,512,0.1,0.1,False,0.8086000323295593
CLGR,Cora,50,2,0.5,0.001,0.0,0.01,0.0001,512,0.1,0.1,False,0.7954000353813171
CLGR,Cora,50,2,0.5,0.001,1e-05,0.01,0.0001,512,0.1,0.1,False,0.7954000353813171
CLGR,Cora,20,2,0.5,0.001,0.0,0.01,0.0001,512,0.2,0.1,False,0.7978000402450561
CLGR,Cora,20,2,0.5,0.001,1e-05,0.01,0.0001,512,0.2,0.1,False,0.8030000388622284
CLGR,Cora,50,2,0.5,0.001,0.0,0.01,0.0001,512,0.2,0.1,False,0.8122000336647034
CLGR,Cora,50,2,0.5,0.001,1e-05,0.01,0.0001,512,0.2,0.1,False,0.8126000463962555
CLGR,Cora,20,2,0.5,0.001,0.0,0.01,0.0001,512,0.3,0.1,False,0.7952000260353088
CLGR,Cora,20,2,0.5,0.001,1e-05,0.01,0.0001,512,0.3,0.1,False,0.7904000401496887
CLGR,Cora,50,2,0.5,0.001,0.0,0.01,0.0001,512,0.3,0.1,False,0.8190000355243683
CLGR,Cora,50,2,0.5,0.001,1e-05,0.01,0.0001,512,0.3,0.1,False,0.8196000397205353
CLGR,Cora,20,2,0.5,0.001,0.0,0.01,0.0001,512,0.4,0.1,False,0.7878000378608704
CLGR,Cora,20,2,0.5,0.001,1e-05,0.01,0.0001,512,0.4,0.1,False,0.790800029039383
CLGR,Cora,50,2,0.5,0.001,0.0,0.01,0.0001,512,0.4,0.1,False,0.811400032043457
CLGR,Cora,50,2,0.5,0.001,1e-05,0.01,0.0001,512,0.4,0.1,False,0.8092000484466553
CLGR,Cora,20,2,0.5,0.001,0.0,0.01,0.0001,512,0.5,0.1,False,0.788800036907196
CLGR,Cora,20,2,0.5,0.001,1e-05,0.01,0.0001,512,0.5,0.1,False,0.7920000433921814
CLGR,Cora,50,2,0.5,0.001,0.0,0.01,0.0001,512,0.5,0.1,False,0.7976000487804413
CLGR,Cora,50,2,0.5,0.001,1e-05,0.01,0.0001,512,0.5,0.1,False,0.8038000345230103
CLGR,Cora,20,2,0.5,0.001,0.0,0.01,0.0001,512,0.0,0.2,False,0.7994000315666199
CLGR,Cora,20,2,0.5,0.001,1e-05,0.01,0.0001,512,0.0,0.2,False,0.8024000346660614
CLGR,Cora,50,2,0.5,0.001,0.0,0.01,0.0001,512,0.0,0.2,False,0.7768000364303589
