model,dataset,num of neg samples,accuracy
CLGR,Computers,256.0,0.8893837332725525
CLGR,Computers,256.0,0.8922014236450195
CLGR,Computers,256.0,0.893019437789917
CLGR,Computers,256.0,0.8913834095001221
CLGR,Computers,256.0,0.8952008485794067
CLGR,Computers,256.0,0.889474630355835
CLGR,Computers,256.0,0.8913834095001221
CLGR,Computers,256.0,0.8936557173728943
CLGR,Computers,256.0,0.8851118087768555
CLGR,Computers,256.0,0.8893837332725525
CLGR,Computers,256.0,0.8835666179656982
CLGR,Computers,256.0,0.8912016153335571
CLGR,Computers,256.0,0.8900200128555298
CLGR,Computers,256.0,0.8924741148948669
CLGR,Computers,256.0,0.8844755291938782
CLGR,Computers,512.0,0.8869296312332153
CLGR,Computers,512.0,0.8875659108161926
CLGR,Computers,512.0,0.88874751329422
CLGR,Computers,512.0,0.8935648202896118
CLGR,Computers,512.0,0.8828395009040833
CLGR,Computers,512.0,0.8980185389518738
CLGR,Computers,512.0,0.8884748220443726
CLGR,Computers,512.0,0.8922014236450195
CLGR,Computers,512.0,0.8901109099388123
CLGR,Computers,512.0,0.8908380270004272
CLGR,Computers,512.0,0.8911107182502747
CLGR,Computers,512.0,0.8936557173728943
CLGR,Computers,512.0,0.8763861060142517
CLGR,Computers,512.0,0.8902926445007324
CLGR,Computers,512.0,0.896746039390564
CLGR,Computers,512.0,0.8867478370666504
CLGR,Computers,512.0,0.8898382186889648
CLGR,Computers,512.0,0.8927467465400696
CLGR,Computers,512.0,0.8910198211669922
CLGR,Computers,512.0,0.8940192461013794
CLGR,Computers,1024.0,0.8869296312332153
CLGR,Computers,1024.0,0.8835666179656982
CLGR,Computers,1024.0,0.8751136064529419
CLGR,Computers,1024.0,0.8892019391059875
CLGR,Computers,1024.0,0.8888384103775024
CLGR,Computers,1024.0,0.8880203366279602
CLGR,Computers,1024.0,0.8911107182502747
CLGR,Computers,1024.0,0.8914742469787598
CLGR,Computers,1024.0,0.8977458477020264
CLGR,Computers,1024.0,0.8969278335571289
CLGR,Computers,1024.0,0.8881112337112427
CLGR,Computers,1024.0,0.8940192461013794
CLGR,Computers,1024.0,0.8941101431846619
CLGR,Computers,1024.0,0.8890202045440674
CLGR,Computers,1024.0,0.8952008485794067
CLGR,Computers,1024.0,0.8856571316719055
CLGR,Computers,1024.0,0.8918378353118896
CLGR,Computers,1024.0,0.8916560411453247
CLGR,Computers,1024.0,0.8884748220443726
CLGR,Computers,1024.0,0.8912016153335571
CLGR,Computers,2048.0,0.8863843083381653
CLGR,Computers,2048.0,0.897473156452179
CLGR,Computers,2048.0,0.8898382186889648
CLGR,Computers,2048.0,0.8926559090614319
CLGR,Computers,2048.0,0.8950191140174866
CLGR,Computers,2048.0,0.8886566162109375
CLGR,Computers,2048.0,0.8900200128555298
CLGR,Computers,2048.0,0.8892019391059875
CLGR,Computers,2048.0,0.8919287323951721
CLGR,Computers,2048.0,0.8941101431846619
CLGR,Computers,2048.0,0.8867478370666504
CLGR,Computers,2048.0,0.8916560411453247
CLGR,Computers,2048.0,0.8882021307945251
CLGR,Computers,2048.0,0.8905653357505798
CLGR,Computers,2048.0,0.889474630355835
CLGR,Computers,2048.0,0.8852936029434204
CLGR,Computers,2048.0,0.8896564245223999
CLGR,Computers,2048.0,0.8932921290397644
CLGR,Computers,2048.0,0.88874751329422
CLGR,Computers,2048.0,0.8866569995880127
CLGR,Computers,,0.8957462310791016
