model,dataset,num of neg samples,accuracy
CLGR,CiteSeer,64,0.7320000529289246
CLGR,CiteSeer,64,0.7290000319480896
CLGR,CiteSeer,64,0.7170000076293945
CLGR,CiteSeer,64,0.7250000238418579
CLGR,CiteSeer,64,0.7310000061988831
CLGR,CiteSeer,64,0.7320000529289246
CLGR,CiteSeer,64,0.7270000576972961
CLGR,CiteSeer,64,0.7220000624656677
CLGR,CiteSeer,64,0.734000027179718
CLGR,CiteSeer,64,0.7220000624656677
CLGR,CiteSeer,64,0.7190000414848328
CLGR,CiteSeer,64,0.7310000061988831
CLGR,CiteSeer,64,0.7150000333786011
CLGR,CiteSeer,64,0.718000054359436
CLGR,CiteSeer,64,0.7320000529289246
CLGR,CiteSeer,64,0.7240000367164612
CLGR,CiteSeer,64,0.7390000224113464
CLGR,CiteSeer,64,0.7270000576972961
CLGR,CiteSeer,64,0.7330000400543213
CLGR,CiteSeer,64,0.7190000414848328
CLGR,CiteSeer,128,0.7160000205039978
CLGR,CiteSeer,128,0.7110000252723694
CLGR,CiteSeer,128,0.7090000510215759
CLGR,CiteSeer,128,0.7240000367164612
CLGR,CiteSeer,128,0.7200000286102295
CLGR,CiteSeer,128,0.7330000400543213
CLGR,CiteSeer,128,0.7100000381469727
CLGR,CiteSeer,128,0.7210000157356262
CLGR,CiteSeer,128,0.7350000143051147
CLGR,CiteSeer,128,0.7240000367164612
CLGR,CiteSeer,128,0.734000027179718
CLGR,CiteSeer,128,0.7270000576972961
CLGR,CiteSeer,128,0.7230000495910645
CLGR,CiteSeer,128,0.7190000414848328
CLGR,CiteSeer,128,0.7290000319480896
CLGR,CiteSeer,128,0.7270000576972961
CLGR,CiteSeer,128,0.7140000462532043
CLGR,CiteSeer,128,0.7270000576972961
CLGR,CiteSeer,128,0.7320000529289246
CLGR,CiteSeer,128,0.734000027179718
CLGR,CiteSeer,256,0.7320000529289246
CLGR,CiteSeer,256,0.734000027179718
CLGR,CiteSeer,256,0.7380000352859497
CLGR,CiteSeer,256,0.7270000576972961
CLGR,CiteSeer,256,0.7220000624656677
CLGR,CiteSeer,256,0.7310000061988831
CLGR,CiteSeer,256,0.734000027179718
CLGR,CiteSeer,256,0.7300000190734863
CLGR,CiteSeer,256,0.7150000333786011
CLGR,CiteSeer,256,0.734000027179718
CLGR,CiteSeer,256,0.7260000109672546
CLGR,CiteSeer,256,0.7290000319480896
CLGR,CiteSeer,256,0.737000048160553
CLGR,CiteSeer,256,0.7110000252723694
CLGR,CiteSeer,256,0.7430000305175781
CLGR,CiteSeer,256,0.7290000319480896
CLGR,CiteSeer,256,0.7110000252723694
CLGR,CiteSeer,256,0.7260000109672546
CLGR,CiteSeer,256,0.7310000061988831
CLGR,CiteSeer,256,0.6950000524520874
CLGR,CiteSeer,512,0.7260000109672546
CLGR,CiteSeer,512,0.737000048160553
CLGR,CiteSeer,512,0.7160000205039978
CLGR,CiteSeer,512,0.7190000414848328
CLGR,CiteSeer,512,0.7210000157356262
CLGR,CiteSeer,512,0.7310000061988831
CLGR,CiteSeer,512,0.7260000109672546
CLGR,CiteSeer,512,0.7190000414848328
CLGR,CiteSeer,512,0.7210000157356262
CLGR,CiteSeer,512,0.737000048160553
CLGR,CiteSeer,512,0.7430000305175781
CLGR,CiteSeer,512,0.7260000109672546
CLGR,CiteSeer,512,0.7290000319480896
CLGR,CiteSeer,512,0.7260000109672546
CLGR,CiteSeer,512,0.7270000576972961
CLGR,CiteSeer,512,0.7280000448226929
CLGR,CiteSeer,512,0.7300000190734863
CLGR,CiteSeer,512,0.7230000495910645
CLGR,CiteSeer,512,0.7160000205039978
CLGR,CiteSeer,512,0.7300000190734863
CLGR,CiteSeer,1024,0.7350000143051147
CLGR,CiteSeer,1024,0.7120000123977661
CLGR,CiteSeer,1024,0.7380000352859497
CLGR,CiteSeer,1024,0.7330000400543213
CLGR,CiteSeer,1024,0.7290000319480896
CLGR,CiteSeer,1024,0.718000054359436
CLGR,CiteSeer,1024,0.7290000319480896
CLGR,CiteSeer,1024,0.7320000529289246
CLGR,CiteSeer,1024,0.7230000495910645
CLGR,CiteSeer,1024,0.7250000238418579
CLGR,CiteSeer,1024,0.7310000061988831
CLGR,CiteSeer,1024,0.7210000157356262
CLGR,CiteSeer,1024,0.7270000576972961
CLGR,CiteSeer,1024,0.7380000352859497
CLGR,CiteSeer,1024,0.7310000061988831
CLGR,CiteSeer,1024,0.718000054359436
CLGR,CiteSeer,1024,0.7270000576972961
CLGR,CiteSeer,1024,0.7210000157356262
CLGR,CiteSeer,1024,0.7320000529289246
CLGR,CiteSeer,1024,0.7280000448226929
CLGR,CiteSeer,2048,0.7260000109672546
CLGR,CiteSeer,2048,0.7260000109672546
CLGR,CiteSeer,2048,0.7250000238418579
CLGR,CiteSeer,2048,0.7330000400543213
CLGR,CiteSeer,2048,0.7330000400543213
CLGR,CiteSeer,2048,0.7270000576972961
CLGR,CiteSeer,2048,0.7250000238418579
CLGR,CiteSeer,2048,0.7390000224113464
CLGR,CiteSeer,2048,0.718000054359436
CLGR,CiteSeer,2048,0.7220000624656677
CLGR,CiteSeer,2048,0.7290000319480896
CLGR,CiteSeer,2048,0.718000054359436
CLGR,CiteSeer,2048,0.7260000109672546
CLGR,CiteSeer,2048,0.7210000157356262
CLGR,CiteSeer,2048,0.734000027179718
CLGR,CiteSeer,2048,0.7260000109672546
CLGR,CiteSeer,2048,0.7270000576972961
CLGR,CiteSeer,2048,0.7260000109672546
CLGR,CiteSeer,2048,0.7360000610351562
CLGR,CiteSeer,2048,0.7200000286102295
