model,dataset,projection,epochs,channels,lr1,lr2,wd1,wd2,edge_drop_rate,feat_mask_rate,val_acc
GRACE,CS,standard,1000,256,0.001,0.01,1e-05,0.0001,0.2,0.3,0.9327150583267212
GRACE,CS,standard,1000,256,0.0005,0.01,0.0,0.0001,0.2,0.3,0.9359883864720663
GRACE,CS,standard,1000,256,0.0005,0.01,1e-05,0.0001,0.2,0.3,0.9403528173764547
GRACE,CS,standard,1000,256,0.001,0.01,0.0,0.0001,0.2,0.4,0.942171315352122
GRACE,CS,standard,1000,256,0.001,0.01,1e-05,0.0001,0.2,0.4,0.9352609713872274
GRACE,CS,standard,1000,256,0.0005,0.01,0.0,0.0001,0.2,0.4,0.9407165050506592
GRACE,CS,standard,1000,256,0.0005,0.01,1e-05,0.0001,0.2,0.4,0.9392617146174113
GRACE,CS,standard,1000,256,0.001,0.01,0.0,0.0001,0.2,0.5,0.9436261256535848
GRACE,CS,standard,1000,256,0.001,0.01,1e-05,0.0001,0.2,0.5,0.938897987206777
GRACE,CS,standard,1000,256,0.0005,0.01,0.0,0.0001,0.2,0.5,0.9399891098340353
GRACE,CS,standard,1000,256,0.0005,0.01,1e-05,0.0001,0.2,0.5,0.9403527975082397
GRACE,CS,standard,1000,256,0.001,0.01,0.0,0.0001,0.3,0.0,0.7357701659202576
GRACE,CS,standard,1000,256,0.001,0.01,1e-05,0.0001,0.3,0.0,0.8205128312110901
GRACE,CS,standard,1000,256,0.0005,0.01,0.0,0.0001,0.3,0.0,0.6206583182017008
GRACE,CS,standard,1000,256,0.0005,0.01,1e-05,0.0001,0.3,0.0,0.8106928666432699
GRACE,CS,standard,1000,256,0.001,0.01,0.0,0.0001,0.3,0.1,0.9279869198799133
GRACE,CS,standard,1000,256,0.001,0.01,1e-05,0.0001,0.3,0.1,0.934897263844808
GRACE,CS,standard,1000,256,0.0005,0.01,0.0,0.0001,0.3,0.1,0.9261684020360311
GRACE,CS,standard,1000,256,0.0005,0.01,1e-05,0.0001,0.3,0.1,0.9350791176160177
GRACE,CS,standard,1000,256,0.001,0.01,0.0,0.0001,0.3,0.2,0.9298054377237955
GRACE,CS,standard,1000,256,0.001,0.01,1e-05,0.0001,0.3,0.2,0.9310784141222636
GRACE,CS,standard,1000,256,0.0005,0.01,0.0,0.0001,0.3,0.2,0.9318057894706726
GRACE,CS,standard,1000,256,0.0005,0.01,1e-05,0.0001,0.3,0.2,0.9336243073145548
GRACE,CS,standard,1000,256,0.001,0.01,0.0,0.0001,0.3,0.3,0.9347154299418131
GRACE,CS,standard,1000,256,0.001,0.01,1e-05,0.0001,0.3,0.3,0.9419894615809122
