model,dataset,projection,epochs,channels,lr1,lr2,wd1,wd2,edge_drop_rate,feat_mask_rate,val_acc
GRACE,Computers,nonlinear,1500,128,0.01,0.01,1e-05,0.0001,0.5,0.2,0.8867878516515096
GRACE,Computers,nonlinear,1500,128,0.001,0.01,0.0,0.0001,0.5,0.2,0.8833939035733541
GRACE,Computers,nonlinear,1500,128,0.001,0.01,1e-05,0.0001,0.5,0.2,0.8848484555880228
GRACE,Computers,nonlinear,1500,128,0.01,0.01,0.0,0.0001,0.5,0.3,0.8700605630874634
GRACE,Computers,nonlinear,1500,128,0.01,0.01,1e-05,0.0001,0.5,0.3,0.8846060434977213
GRACE,Computers,nonlinear,1500,128,0.001,0.01,0.0,0.0001,0.5,0.3,0.871999979019165
GRACE,Computers,nonlinear,1500,128,0.001,0.01,1e-05,0.0001,0.5,0.3,0.8693333268165588
GRACE,Computers,nonlinear,1500,128,0.01,0.01,0.0,0.0001,0.5,0.4,0.8664242029190063
GRACE,Computers,nonlinear,1500,128,0.01,0.01,1e-05,0.0001,0.5,0.4,0.8596363266309103
GRACE,Computers,nonlinear,1500,128,0.001,0.01,0.0,0.0001,0.5,0.4,0.8761211832364401
GRACE,Computers,nonlinear,1500,128,0.001,0.01,1e-05,0.0001,0.5,0.4,0.8705454270044962
GRACE,Computers,nonlinear,1500,128,0.01,0.01,0.0,0.0001,0.5,0.5,0.846060593922933
GRACE,Computers,nonlinear,1500,128,0.01,0.01,1e-05,0.0001,0.5,0.5,0.8446060419082642
GRACE,Computers,nonlinear,1500,128,0.001,0.01,0.0,0.0001,0.5,0.5,0.8678787549336752
GRACE,Computers,nonlinear,1500,128,0.001,0.01,1e-05,0.0001,0.5,0.5,0.8489696780840555
