model,dataset,projection,epochs,channels,lr1,lr2,wd1,wd2,edge_drop_rate,feat_mask_rate,val_acc
GRACE,Computers,standard,1500,128,0.001,0.01,0.0,0.0001,0.5,0.2,0.8887272477149963
GRACE,Computers,standard,1500,128,0.001,0.01,1e-05,0.0001,0.5,0.2,0.8865454395612081
GRACE,Computers,standard,1500,128,0.01,0.01,0.0,0.0001,0.5,0.3,0.8884848157564799
GRACE,Computers,standard,1500,128,0.01,0.01,1e-05,0.0001,0.5,0.3,0.8819393714269003
GRACE,Computers,standard,1500,128,0.001,0.01,0.0,0.0001,0.5,0.3,0.8814545273780823
GRACE,Computers,standard,1500,128,0.001,0.01,1e-05,0.0001,0.5,0.3,0.8972121079762777
GRACE,Computers,standard,1500,128,0.01,0.01,0.0,0.0001,0.5,0.4,0.8795151313145956
GRACE,Computers,standard,1500,128,0.01,0.01,1e-05,0.0001,0.5,0.4,0.8892121116320292
GRACE,Computers,standard,1500,128,0.001,0.01,0.0,0.0001,0.5,0.4,0.8787878553072611
GRACE,Computers,standard,1500,128,0.001,0.01,1e-05,0.0001,0.5,0.4,0.8853332996368408
GRACE,Computers,standard,1500,128,0.01,0.01,0.0,0.0001,0.5,0.5,0.8816969394683838
GRACE,Computers,standard,1500,128,0.01,0.01,1e-05,0.0001,0.5,0.5,0.8836363554000854
GRACE,Computers,standard,1500,128,0.001,0.01,0.0,0.0001,0.5,0.5,0.8727272351582845
GRACE,Computers,standard,1500,128,0.001,0.01,1e-05,0.0001,0.5,0.5,0.8746666510899862
