model,dataset,projection,epochs,channels,lr1,lr2,wd2,edge_drop_rate,feat_mask_rate,val_acc
GRACE,Cora,nonlinear-hid,400,256,0.0005,0.01,0.0001,0.1,0.4,0.793200033903122
GRACE,Cora,nonlinear,100,256,0.0005,0.01,0.0001,0.1,0.4,0.7690000474452973
GRACE,Cora,nonlinear,200,256,0.0005,0.01,0.0001,0.1,0.4,0.7950000405311585
GRACE,Cora,nonlinear,400,256,0.0005,0.01,0.0001,0.1,0.4,0.8086000323295593
GRACE,Cora,linear,100,256,0.0005,0.01,0.0001,0.1,0.4,0.768800038099289
GRACE,Cora,linear,200,256,0.0005,0.01,0.0001,0.1,0.4,0.7750000417232513
GRACE,Cora,linear,400,256,0.0005,0.01,0.0001,0.1,0.4,0.8086000263690949
GRACE,Cora,standard,100,256,0.0005,0.01,0.0001,0.1,0.4,0.8034000337123871
GRACE,Cora,standard,200,256,0.0005,0.01,0.0001,0.1,0.4,0.8140000343322754
GRACE,Cora,standard,400,256,0.0005,0.01,0.0001,0.1,0.4,0.8118000328540802
GRACE,Cora,nonlinear-hid,100,256,0.001,0.01,0.0001,0.1,0.5,0.7446000277996063
GRACE,Cora,nonlinear-hid,200,256,0.001,0.01,0.0001,0.1,0.5,0.7548000335693359
GRACE,Cora,nonlinear-hid,400,256,0.001,0.01,0.0001,0.1,0.5,0.7700000286102295
GRACE,Cora,nonlinear,100,256,0.001,0.01,0.0001,0.1,0.5,0.7698000371456146
GRACE,Cora,nonlinear,200,256,0.001,0.01,0.0001,0.1,0.5,0.782200038433075
GRACE,Cora,nonlinear,400,256,0.001,0.01,0.0001,0.1,0.5,0.8006000399589539
GRACE,Cora,linear,100,256,0.001,0.01,0.0001,0.1,0.5,0.771800035238266
GRACE,Cora,linear,200,256,0.001,0.01,0.0001,0.1,0.5,0.7822000443935394
GRACE,Cora,linear,400,256,0.001,0.01,0.0001,0.1,0.5,0.8026000261306763
GRACE,Cora,standard,100,256,0.001,0.01,0.0001,0.1,0.5,0.8116000294685364
GRACE,Cora,standard,200,256,0.001,0.01,0.0001,0.1,0.5,0.8116000413894653
GRACE,Cora,standard,400,256,0.001,0.01,0.0001,0.1,0.5,0.8030000329017639
GRACE,Cora,nonlinear-hid,100,256,0.001,0.01,0.0001,0.1,0.5,0.7412000477313996
GRACE,Cora,nonlinear-hid,200,256,0.001,0.01,0.0001,0.1,0.5,0.7524000346660614
GRACE,Cora,nonlinear-hid,400,256,0.001,0.01,0.0001,0.1,0.5,0.7546000242233276
GRACE,Cora,nonlinear,100,256,0.001,0.01,0.0001,0.1,0.5,0.7690000355243682
GRACE,Cora,nonlinear,200,256,0.001,0.01,0.0001,0.1,0.5,0.7794000446796417
GRACE,Cora,nonlinear,400,256,0.001,0.01,0.0001,0.1,0.5,0.798000031709671
GRACE,Cora,linear,100,256,0.001,0.01,0.0001,0.1,0.5,0.7708000421524048
GRACE,Cora,linear,200,256,0.001,0.01,0.0001,0.1,0.5,0.7812000393867493
GRACE,Cora,linear,400,256,0.001,0.01,0.0001,0.1,0.5,0.8024000406265259
GRACE,Cora,standard,100,256,0.001,0.01,0.0001,0.1,0.5,0.8096000373363494
GRACE,Cora,standard,200,256,0.001,0.01,0.0001,0.1,0.5,0.8128000378608704
GRACE,Cora,standard,400,256,0.001,0.01,0.0001,0.1,0.5,0.8018000304698945
GRACE,Cora,nonlinear-hid,100,256,0.0005,0.01,0.0001,0.1,0.5,0.7452000319957733
GRACE,Cora,nonlinear-hid,200,256,0.0005,0.01,0.0001,0.1,0.5,0.760800039768219
GRACE,Cora,nonlinear-hid,400,256,0.0005,0.01,0.0001,0.1,0.5,0.7794000387191773
GRACE,Cora,nonlinear,100,256,0.0005,0.01,0.0001,0.1,0.5,0.7650000333786011
GRACE,Cora,nonlinear,200,256,0.0005,0.01,0.0001,0.1,0.5,0.7836000323295593
GRACE,Cora,nonlinear,400,256,0.0005,0.01,0.0001,0.1,0.5,0.7950000405311585
GRACE,Cora,linear,100,256,0.0005,0.01,0.0001,0.1,0.5,0.773000031709671
GRACE,Cora,linear,200,256,0.0005,0.01,0.0001,0.1,0.5,0.7746000409126281
GRACE,Cora,linear,400,256,0.0005,0.01,0.0001,0.1,0.5,0.7966000258922576
GRACE,Cora,standard,100,256,0.0005,0.01,0.0001,0.1,0.5,0.7880000293254852
GRACE,Cora,standard,200,256,0.0005,0.01,0.0001,0.1,0.5,0.8136000335216522
GRACE,Cora,standard,400,256,0.0005,0.01,0.0001,0.1,0.5,0.8108000338077546
GRACE,Cora,nonlinear-hid,100,256,0.0005,0.01,0.0001,0.1,0.5,0.7422000288963317
GRACE,Cora,nonlinear-hid,200,256,0.0005,0.01,0.0001,0.1,0.5,0.7498000383377075
GRACE,Cora,nonlinear-hid,400,256,0.0005,0.01,0.0001,0.1,0.5,0.7774000406265259
GRACE,Cora,nonlinear,100,256,0.0005,0.01,0.0001,0.1,0.5,0.7658000409603118
GRACE,Cora,nonlinear,200,256,0.0005,0.01,0.0001,0.1,0.5,0.7788000404834747
GRACE,Cora,nonlinear,400,256,0.0005,0.01,0.0001,0.1,0.5,0.7972000360488891
GRACE,Cora,linear,100,256,0.0005,0.01,0.0001,0.1,0.5,0.7532000362873077
GRACE,Cora,linear,200,256,0.0005,0.01,0.0001,0.1,0.5,0.774800044298172
GRACE,Cora,linear,400,256,0.0005,0.01,0.0001,0.1,0.5,0.7942000269889832
GRACE,Cora,standard,100,256,0.0005,0.01,0.0001,0.1,0.5,0.794400030374527
GRACE,Cora,standard,200,256,0.0005,0.01,0.0001,0.1,0.5,0.8170000374317169
GRACE,Cora,standard,400,256,0.0005,0.01,0.0001,0.1,0.5,0.8128000438213349
GRACE,Cora,nonlinear-hid,100,256,0.001,0.01,0.0001,0.2,0.1,0.7816000401973724
GRACE,Cora,nonlinear-hid,200,256,0.001,0.01,0.0001,0.2,0.1,0.7984000444412231
GRACE,Cora,nonlinear-hid,400,256,0.001,0.01,0.0001,0.2,0.1,0.7960000395774841
GRACE,Cora,nonlinear,100,256,0.001,0.01,0.0001,0.2,0.1,0.7982000410556793
GRACE,Cora,nonlinear,200,256,0.001,0.01,0.0001,0.2,0.1,0.799200040102005
GRACE,Cora,nonlinear,400,256,0.001,0.01,0.0001,0.2,0.1,0.8052000403404236
GRACE,Cora,linear,100,256,0.001,0.01,0.0001,0.2,0.1,0.7928000390529633
GRACE,Cora,linear,200,256,0.001,0.01,0.0001,0.2,0.1,0.8040000319480896
GRACE,Cora,linear,400,256,0.001,0.01,0.0001,0.2,0.1,0.7956000387668609
GRACE,Cora,standard,100,256,0.001,0.01,0.0001,0.2,0.1,0.802800041437149
GRACE,Cora,standard,200,256,0.001,0.01,0.0001,0.2,0.1,0.782200038433075
GRACE,Cora,standard,400,256,0.001,0.01,0.0001,0.2,0.1,0.7204000294208527
GRACE,Cora,nonlinear-hid,100,256,0.001,0.01,0.0001,0.2,0.1,0.7824000298976899
GRACE,Cora,nonlinear-hid,200,256,0.001,0.01,0.0001,0.2,0.1,0.7924000442028045
