model,dataset,epochs,lr1,lr2,wd1,wd2,channels,tau,edr,fmr,accuracy
GRACE,CS,50,0.0005,0.01,1e-05,0.0001,256,0.5,0.3,0.3,0.926029622554779
GRACE,CS,100,0.0005,0.01,1e-05,0.0001,256,0.5,0.3,0.3,0.9311162173748017
GRACE,CS,200,0.0005,0.01,1e-05,0.0001,256,0.5,0.3,0.3,0.9337208807468415
GRACE,CS,400,0.0005,0.01,1e-05,0.0001,256,0.5,0.3,0.3,0.9344777345657349
GRACE,CS,600,0.0005,0.01,1e-05,0.0001,256,0.5,0.3,0.3,0.9343515902757644
GRACE,CS,800,0.0005,0.01,1e-05,0.0001,256,0.5,0.3,0.3,0.9351118475198745
GRACE,CS,1000,0.0005,0.01,1e-05,0.0001,256,0.5,0.3,0.3,0.9346038699150085
GRACE,CS,1500,0.0005,0.01,1e-05,0.0001,256,0.5,0.3,0.3,0.9340243011713028
GRACE,CS,2000,0.0005,0.01,1e-05,0.0001,256,0.5,0.3,0.3,0.9342834115028381
