model,dataset,epochs,lr1,lr2,wd1,wd2,channels,tau,edr,fmr,accuracy
GRACE,Computers,50,0.001,0.01,1e-05,0.0001,128,0.5,0.5,0.0,0.8640156358480453
GRACE,Computers,100,0.001,0.01,1e-05,0.0001,128,0.5,0.5,0.0,0.8689601838588714
GRACE,Computers,200,0.001,0.01,1e-05,0.0001,128,0.5,0.5,0.0,0.8734730035066605
GRACE,Computers,400,0.001,0.01,1e-05,0.0001,128,0.5,0.5,0.0,0.879494634270668
GRACE,Computers,600,0.001,0.01,1e-05,0.0001,128,0.5,0.5,0.0,0.8830485314130783
GRACE,Computers,800,0.001,0.01,1e-05,0.0001,128,0.5,0.5,0.0,0.8849800020456314
GRACE,Computers,1000,0.001,0.01,1e-05,0.0001,128,0.5,0.5,0.0,0.8860161811113357
GRACE,Computers,1500,0.001,0.01,1e-05,0.0001,128,0.5,0.5,0.0,0.8888020366430283
GRACE,Computers,2000,0.001,0.01,1e-05,0.0001,128,0.5,0.5,0.0,0.8902699530124665
