model,dataset,epochs,lr1,lr2,wd1,wd2,channels,tau,edr,fmr,accuracy
GRACE,PubMed,2500,0.001,0.01,1e-05,0.0001,256,0.5,0.4,0.4,0.827800041437149
GRACE,PubMed,3000,0.001,0.01,1e-05,0.0001,256,0.5,0.4,0.4,0.8244000434875488
