model,dataset,epochs,lr1,lr2,wd1,wd2,channels,tau,edr,fmr,accuracy
GRACE,Photo,50,0.001,0.01,1e-05,0.0001,256,0.5,0.5,0.3,0.9248611450195312
GRACE,Photo,100,0.001,0.01,1e-05,0.0001,256,0.5,0.5,0.3,0.9241258472204208
GRACE,Photo,200,0.001,0.01,1e-05,0.0001,256,0.5,0.5,0.3,0.926356241106987
GRACE,Photo,400,0.001,0.01,1e-05,0.0001,256,0.5,0.5,0.3,0.9253676742315292
GRACE,Photo,600,0.001,0.01,1e-05,0.0001,256,0.5,0.5,0.3,0.9272059142589569
GRACE,Photo,800,0.001,0.01,1e-05,0.0001,256,0.5,0.5,0.3,0.925580096244812
GRACE,Photo,1000,0.001,0.01,1e-05,0.0001,256,0.5,0.5,0.3,0.924591526389122
GRACE,Photo,1500,0.001,0.01,1e-05,0.0001,256,0.5,0.5,0.3,0.9280065685510636
GRACE,Photo,2000,0.001,0.01,1e-05,0.0001,256,0.5,0.5,0.3,0.9265931606292724
