model,dataset,epochs,lr1,lr2,wd1,wd2,channels,tau,edr,fmr,accuracy
GRACE,CiteSeer,50,0.0005,0.01,1e-05,0.0001,512,0.5,0.4,0.5,0.7138500422239303
GRACE,CiteSeer,100,0.0005,0.01,1e-05,0.0001,512,0.5,0.4,0.5,0.7147500336170196
GRACE,CiteSeer,200,0.0005,0.01,1e-05,0.0001,512,0.5,0.4,0.5,0.711400032043457
GRACE,CiteSeer,400,0.0005,0.01,1e-05,0.0001,512,0.5,0.4,0.5,0.7061000406742096
GRACE,CiteSeer,600,0.0005,0.01,1e-05,0.0001,512,0.5,0.4,0.5,0.7007000386714936
GRACE,CiteSeer,800,0.0005,0.01,1e-05,0.0001,512,0.5,0.4,0.5,0.7009500324726105
GRACE,CiteSeer,1000,0.0005,0.01,1e-05,0.0001,512,0.5,0.4,0.5,0.6990000277757644
GRACE,CiteSeer,1500,0.0005,0.01,1e-05,0.0001,512,0.5,0.4,0.5,0.6917500376701355
GRACE,CiteSeer,2000,0.0005,0.01,1e-05,0.0001,512,0.5,0.4,0.5,0.6848000288009644
