model,dataset,epochs,lr1,lr2,wd1,wd2,channels,edge_drop_rate,feat_mask_rate,accuracy
CLGR,Physics,50,0.001,0.005,0.0,0.0001,256,0.4,0.2,0.9542056202888489
CLGR,Physics,100,0.001,0.005,0.0,0.0001,256,0.4,0.2,0.9544139981269837
CLGR,Physics,200,0.001,0.005,0.0,0.0001,256,0.4,0.2,0.9542962193489075
CLGR,Physics,400,0.001,0.005,0.0,0.0001,256,0.4,0.2,0.9519533276557922
CLGR,Physics,600,0.001,0.005,0.0,0.0001,256,0.4,0.2,0.9493857502937317
CLGR,Physics,800,0.001,0.005,0.0,0.0001,256,0.4,0.2,0.946415901184082
CLGR,Physics,1000,0.001,0.005,0.0,0.0001,256,0.4,0.2,0.9449807852506638
CLGR,Physics,1500,0.001,0.005,0.0,0.0001,256,0.4,0.2,0.9413278102874756
