model,dataset,epochs,lr1,lr2,wd1,wd2,channels,edge_drop_rate,feat_mask_rate,accuracy
CLGR,PubMed,50,0.001,0.01,0.0,0.0001,128,0.5,0.3,0.8056500434875489
CLGR,PubMed,100,0.001,0.01,0.0,0.0001,128,0.5,0.3,0.8157500445842742
CLGR,PubMed,200,0.001,0.01,0.0,0.0001,128,0.5,0.3,0.8179000347852707
CLGR,PubMed,400,0.001,0.01,0.0,0.0001,128,0.5,0.3,0.822100043296814
CLGR,PubMed,600,0.001,0.01,0.0,0.0001,128,0.5,0.3,0.8256500422954559
CLGR,PubMed,800,0.001,0.01,0.0,0.0001,128,0.5,0.3,0.8295500427484512
CLGR,PubMed,1000,0.001,0.01,0.0,0.0001,128,0.5,0.3,0.8271000385284424
CLGR,PubMed,1500,0.001,0.01,0.0,0.0001,128,0.5,0.3,0.825700044631958
CLGR,PubMed,2000,0.001,0.01,0.0,0.0001,128,0.5,0.3,0.823900043964386
