model,dataset,epochs,lr1,lr2,wd1,wd2,channels,edge_drop_rate,feat_mask_rate,accuracy
CLGR,Physics,50,0.001,0.005,0.0,0.0001,512,0.4,0.2,0.9552638173103333
CLGR,Physics,100,0.001,0.005,0.0,0.0001,512,0.4,0.2,0.9553471684455872
CLGR,Physics,200,0.001,0.005,0.0,0.0001,512,0.4,0.2,0.9542871594429017
CLGR,Physics,400,0.001,0.005,0.0,0.0001,512,0.4,0.2,0.9522577404975892
CLGR,Physics,600,0.001,0.005,0.0,0.0001,512,0.4,0.2,0.9489091962575913
CLGR,Physics,800,0.001,0.005,0.0,0.0001,512,0.4,0.2,0.9452815800905228
CLGR,Physics,1000,0.001,0.005,0.0,0.0001,512,0.4,0.2,0.9428408175706864
CLGR,Physics,1500,0.001,0.005,0.0,0.0001,512,0.4,0.2,0.9386768817901612
CLGR,Physics,2000,0.001,0.005,0.0,0.0001,512,0.4,0.2,0.935797643661499
