model,dataset,epochs,lr1,lr2,wd1,wd2,channels,edge_drop_rate,feat_mask_rate,accuracy
CLGR,Photo,50,0.001,0.01,0.0,0.0001,512,0.5,0.0,0.9298202931880951
CLGR,Photo,100,0.001,0.01,0.0,0.0001,512,0.5,0.0,0.9315359741449356
CLGR,Photo,200,0.001,0.01,0.0,0.0001,512,0.5,0.0,0.9295915454626084
CLGR,Photo,400,0.001,0.01,0.0,0.0001,512,0.5,0.0,0.9274755209684372
CLGR,Photo,600,0.001,0.01,0.0,0.0001,512,0.5,0.0,0.9232761800289154
CLGR,Photo,800,0.001,0.01,0.0,0.0001,512,0.5,0.0,0.9252941399812699
CLGR,Photo,1000,0.001,0.01,0.0,0.0001,512,0.5,0.0,0.9212581962347031
CLGR,Photo,1500,0.001,0.01,0.0,0.0001,512,0.5,0.0,0.9195833653211594
CLGR,Photo,2000,0.001,0.01,0.0,0.0001,512,0.5,0.0,0.9179166913032532
