model,dataset,epochs,lr1,lr2,wd1,wd2,channels,edge_drop_rate,feat_mask_rate,accuracy
CLGR,Physics,50,0.001,0.005,0.0,0.0001,128,0.4,0.2,0.9524806141853333
CLGR,Physics,100,0.001,0.005,0.0,0.0001,128,0.4,0.2,0.9527306675910949
CLGR,Physics,200,0.001,0.005,0.0,0.0001,128,0.4,0.2,0.9529154896736145
CLGR,Physics,400,0.001,0.005,0.0,0.0001,128,0.4,0.2,0.9510038495063782
CLGR,Physics,600,0.001,0.005,0.0,0.0001,128,0.4,0.2,0.9494292378425598
CLGR,Physics,800,0.001,0.005,0.0,0.0001,128,0.4,0.2,0.9476371854543686
CLGR,Physics,1000,0.001,0.005,0.0,0.0001,128,0.4,0.2,0.9461803406476974
CLGR,Physics,1500,0.001,0.005,0.0,0.0001,128,0.4,0.2,0.9434333473443985
CLGR,Physics,2000,0.001,0.005,0.0,0.0001,128,0.4,0.2,0.9411611080169677
