model,dataset,epochs,lr1,lr2,wd1,wd2,channels,edge_drop_rate,feat_mask_rate,accuracy
CLGR,Computers,50,0.001,0.01,0.0,0.0001,128,0.5,0.0,0.8739683717489243
CLGR,Computers,100,0.001,0.01,0.0,0.0001,128,0.5,0.0,0.8804989963769912
CLGR,Computers,200,0.001,0.01,0.0,0.0001,128,0.5,0.0,0.8869887262582778
CLGR,Computers,400,0.001,0.01,0.0,0.0001,128,0.5,0.0,0.8880294412374496
CLGR,Computers,600,0.001,0.01,0.0,0.0001,128,0.5,0.0,0.8887747675180435
CLGR,Computers,800,0.001,0.01,0.0,0.0001,128,0.5,0.0,0.888224869966507
CLGR,Computers,1000,0.001,0.01,0.0,0.0001,128,0.5,0.0,0.8868160337209702
CLGR,Computers,1500,0.001,0.01,0.0,0.0001,128,0.5,0.0,0.8836938709020614
CLGR,Computers,2000,0.001,0.01,0.0,0.0001,128,0.5,0.0,0.8843664824962616
