model,dataset,epochs,layers,tau,lr1,lr2,wd1,wd2,channels,edge_drop_rate,feat_mask_rate,accuracy
GRACE,Photo,1500,2,0.5,0.001,0.01,1e-05,0.0001,64,0.5,0.3,0.9272876381874084
GRACE,Photo,1500,2,0.5,0.001,0.01,1e-05,0.0001,64,0.5,0.3,0.923202633857727
GRACE,Photo,1500,2,0.5,0.001,0.01,1e-05,0.0001,64,0.5,0.3,0.9276143908500671
GRACE,Photo,1500,2,0.5,0.001,0.01,1e-05,0.0001,64,0.5,0.3,0.9276143908500671
GRACE,Photo,1500,2,0.5,0.001,0.01,1e-05,0.0001,64,0.5,0.3,0.9196078777313232
GRACE,Photo,1500,2,0.5,0.001,0.01,1e-05,0.0001,64,0.5,0.3,0.9158496856689453
GRACE,Photo,1500,2,0.5,0.001,0.01,1e-05,0.0001,64,0.5,0.3,0.9191176891326904
GRACE,Photo,1500,2,0.5,0.001,0.01,1e-05,0.0001,64,0.5,0.3,0.9176470637321472
GRACE,Photo,1500,2,0.5,0.001,0.01,1e-05,0.0001,64,0.5,0.3,0.923856258392334
GRACE,Photo,1500,2,0.5,0.001,0.01,1e-05,0.0001,64,0.5,0.3,0.9215686321258545
GRACE,Photo,1500,2,0.5,0.001,0.01,1e-05,0.0001,64,0.5,0.3,0.9215686321258545
GRACE,Photo,1500,2,0.5,0.001,0.01,1e-05,0.0001,64,0.5,0.3,0.9241830110549927
GRACE,Photo,1500,2,0.5,0.001,0.01,1e-05,0.0001,64,0.5,0.3,0.9124183058738708
GRACE,Photo,1500,2,0.5,0.001,0.01,1e-05,0.0001,64,0.5,0.3,0.929411768913269
GRACE,Photo,1500,2,0.5,0.001,0.01,1e-05,0.0001,64,0.5,0.3,0.9145424962043762
GRACE,Photo,1500,2,0.5,0.001,0.01,1e-05,0.0001,64,0.5,0.3,0.9215686321258545
GRACE,Photo,1500,2,0.5,0.001,0.01,1e-05,0.0001,64,0.5,0.3,0.9199346899986267
GRACE,Photo,1500,2,0.5,0.001,0.01,1e-05,0.0001,64,0.5,0.3,0.9267973899841309
GRACE,Photo,1500,2,0.5,0.001,0.01,1e-05,0.0001,64,0.5,0.3,0.9217320680618286
GRACE,Photo,1500,2,0.5,0.001,0.01,1e-05,0.0001,64,0.5,0.3,0.9194444417953491
