model,Time,dataset,epochs,layers,tau,lr1,lr2,wd1,wd2,channels,edge_drop_rate,feat_mask_rate,accuracy
CLGR,134508.203125,PubMed,600,2,0.5,0.001,0.01,0.0,0.0001,512,0.5,0.3,0.8270000219345093
