model,perturbed,dataset,epochs,layers,tau,lr1,lr2,wd1,wd2,channels,edge_drop_rate,feat_mask_rate,accuracy
CLGR,0.1,Computers,200,2,0.5,0.001,0.01,0.0,0.0001,512,0.5,0.0,0.8865933507680893
CLGR,0.3,Computers,200,2,0.5,0.001,0.01,0.0,0.0001,512,0.5,0.0,0.8887702286243438
CLGR,0.5,Computers,200,2,0.5,0.001,0.01,0.0,0.0001,512,0.5,0.0,0.8892065107822418
CLGR,0.7,Computers,200,2,0.5,0.001,0.01,0.0,0.0001,512,0.5,0.0,0.8882884949445724
CLGR,0.9,Computers,200,2,0.5,0.001,0.01,0.0,0.0001,512,0.5,0.0,0.888365751504898
