model,dataset,epochs,noise,outlier,acc_mean,acc_std,Lu_mean,Lu_std,La_mean,La_std
GRACE,Computers,1000,,,0.8899,0.0036,-3.0314,0.0238,0.083,0.0031
GRACE,Computers,1000,0.1,,0.8893,0.0028,-3.036,0.0289,0.0832,0.0041
GRACE,Computers,1000,0.3,,0.888,0.0045,-3.0588,0.0339,0.0942,0.0047
GRACE,Computers,1000,0.5,,0.8832,0.0043,-3.0715,0.0315,0.1047,0.0044
GRACE,Computers,1000,0.7,,0.8822,0.0034,-3.0691,0.0303,0.1164,0.0054
GRACE,Computers,1000,0.9,,0.8786,0.0037,-3.0573,0.0408,0.1296,0.0049
GRACE,Computers,1000,1.1,,0.8771,0.0046,-3.0295,0.0337,0.1384,0.0043
GRACE,Computers,1000,1.3,,0.8736,0.0031,-3.0495,0.0271,0.1501,0.0038
GRACE,Computers,1000,1.5,,0.8703,0.0044,-3.0569,0.0249,0.1612,0.0053
