model,dataset,epochs,out_dim,acc_mean,acc_std,Lu_mean,Lu_std,La_mean,La_std,dec
dCLNR,PubMed,600,512,0.8156,0.008,-3.1799,0.0118,0.2388,0.0161,0.002
