model,dataset,epochs,out_dim,acc_mean,acc_std,Lu_mean,Lu_std,La_mean,La_std
CCA-SSG,ogbn-arxiv,50,512,0.6074,0.0057,-0.6161,0.0787,0.0256,0.0037
