model,dataset,epochs,noise,outlier,acc_mean,acc_std,Lu_mean,Lu_std,La_mean,La_std
dCLNR,Computers,200,,,0.8841,0.0041,-2.9858,0.1447,0.1079,0.0052
dCLNR,Computers,200,0.1,,0.884,0.0041,-2.9359,0.1674,0.1084,0.0081
dCLNR,Computers,200,0.3,,0.8809,0.0048,-2.8053,0.1416,0.1147,0.0056
dCLNR,Computers,200,0.5,,0.8772,0.0036,-2.6213,0.0327,0.1204,0.0045
dCLNR,Computers,200,0.7,,0.8716,0.0045,-2.536,0.0434,0.1305,0.0044
dCLNR,Computers,200,0.9,,0.8676,0.0036,-2.5052,0.0284,0.1392,0.0059
dCLNR,Computers,200,1.1,,0.8649,0.0035,-2.4959,0.0328,0.1492,0.0063
dCLNR,Computers,200,1.3,,0.8607,0.0049,-2.4915,0.0299,0.1574,0.0058
dCLNR,Computers,200,1.5,,0.8559,0.0055,-2.4928,0.0331,0.1629,0.0055
