model,dataset,epochs,noise,outlier,acc_mean,acc_std,Lu_mean,Lu_std,La_mean,La_std
CLNR,Computers,200,,,0.8952,0.0029,-2.8973,0.0616,0.0795,0.0031
CLNR,Computers,200,0.1,,0.8937,0.002,-2.8976,0.045,0.0789,0.0035
CLNR,Computers,200,0.3,,0.8894,0.006,-2.8423,0.0557,0.084,0.0028
CLNR,Computers,200,0.5,,0.8856,0.0034,-2.7679,0.0527,0.0892,0.0025
CLNR,Computers,200,0.7,,0.8779,0.0049,-2.7619,0.0513,0.0978,0.003
CLNR,Computers,200,0.9,,0.8735,0.0045,-2.7587,0.0634,0.1059,0.004
CLNR,Computers,200,1.1,,0.8698,0.0038,-2.7379,0.0592,0.1132,0.0038
CLNR,Computers,200,1.3,,0.8636,0.0051,-2.7396,0.0549,0.1212,0.0045
CLNR,Computers,200,1.5,,0.8606,0.0036,-2.7623,0.0673,0.1287,0.0051
