model,dataset,epochs,out_dim,acc_mean,acc_std,Lu_mean,Lu_std,La_mean,La_std,dec
dCLNR,CiteSeer,50,512,0.7363,0.0073,-3.7564,0.0032,0.2862,0.0083,0.0019
