model,dataset,epochs,layers,tau,lr1,lr2,wd1,wd2,channels,edge_drop_rate,feat_mask_rate,mean,std,loss_type
nCLNR,Cora,50,2,0.5,0.001,0.005,0.0,0.0001,2,0.5,0.2,0.19700000882148744,0.07192897873668531,align
