model,dataset,epochs,out_dim,acc_mean,acc_std,Lu_mean,Lu_std,La_mean,La_std
CLNR,ogbn-arxiv,1000,512,0.6794,0.0015,-2.5058,0.0593,0.1344,0.0018
CLNR,ogbn-arxiv,3000,512,0.6894,0.0011,-1.7716,0.0874,0.085,0.0033
CLNR,ogbn-arxiv,5000,512,0.6932,0.0005,-1.7433,0.1944,0.0795,0.0087
CLNR,ogbn-arxiv,7000,512,0.6992,0.0014,-1.7192,0.0234,0.0746,0.0019
CLNR,ogbn-arxiv,10000,512,0.7011,0.0012,-1.8116,0.03,0.0761,0.0011
