model,dataset,epochs,layers,tau,lr1,lr2,wd1,wd2,channels,edge_drop_rate,feat_mask_rate,mean,std,loss_type
CLNR,Cora,50,2,0.5,0.001,0.005,0.0,0.0001,512,0.5,0.2,0.7965000391006469,0.010058159460029107,align
